Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,212.50,3.90,6.50,2.45,2.75,2.65,2.75,996.00,11685.57,256.47,756000.00,496800.00,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,215.00,3.00,5.40,1.85,2.15,2.15,2.15,2541.00,30007.89,506.88,3132000.00,945000.00,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,217.50,2.80,4.40,1.50,1.75,1.70,1.75,200.00,2380.95,31.95,1069200.00,81000.00,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,220.00,1.80,3.80,1.25,1.40,1.40,1.40,3392.00,40762.56,465.60,4606200.00,1047600.00,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,222.50,2.05,3.10,1.05,1.05,1.05,1.05,89.00,1079.99,10.65,113400.00,32400.00,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,225.00,1.40,2.65,0.80,0.95,1.00,0.95,879.00,10757.82,77.97,1890000.00,-32400.00,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,227.50,0.95,2.15,0.65,0.80,0.85,0.80,131.00,1620.29,10.96,912600.00,124200.00,203.50
ABCAPITAL,16-Apr-2024,25-Apr-2024,CE,230.00,1.00,1.95,0.60,0.70,0.70,0.70,1657.00,20690.36,110.42,3488400.00,550800.00,203.50
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,145.00,-,-,-,61.00,61.00,57.15,-,-,-,-,-,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,150.00,-,-,-,54.60,54.60,52.15,-,-,-,-,-,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,155.00,-,-,-,19.75,-,47.20,-,-,-,-,-,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,160.00,-,-,-,50.00,50.00,42.20,-,-,-,5400.00,-,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,162.50,-,-,-,21.00,21.00,39.70,-,-,-,5400.00,-,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,165.00,-,-,-,34.80,34.80,37.20,-,-,-,21600.00,-,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,167.50,-,-,-,22.55,22.55,34.70,-,-,-,5400.00,-,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,170.00,-,-,-,27.10,27.10,32.20,-,-,-,216000.00,-,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,172.50,-,-,-,18.90,18.90,29.70,-,-,-,37800.00,-,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,175.00,-,-,-,29.25,29.25,27.20,-,-,-,297000.00,-,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,177.50,-,-,-,29.25,29.25,24.75,-,-,-,64800.00,-,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,180.00,27.25,27.25,23.00,23.00,23.00,23.00,3.00,33.28,4.12,1058400.00,-10800.00,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,182.50,-,-,-,21.85,21.85,19.85,-,-,-,108000.00,-,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,185.00,20.00,23.10,19.25,19.55,19.55,17.50,10.00,111.15,11.25,653400.00,-27000.00,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,187.50,19.20,19.20,19.20,19.20,19.20,15.20,1.00,11.16,1.04,91800.00,-5400.00,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,190.00,16.00,18.90,14.00,14.15,14.25,14.15,28.00,312.80,25.52,712800.00,-113400.00,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,192.50,13.35,13.35,13.35,13.35,13.35,10.90,1.00,11.12,0.72,243000.00,-,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,195.00,10.50,14.55,9.15,9.35,9.25,9.35,59.00,662.46,41.19,513000.00,-48600.00,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,197.50,12.40,12.55,10.45,10.65,10.65,7.30,5.00,56.45,3.12,118800.00,-10800.00,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,200.00,8.00,10.55,5.80,6.15,6.60,6.15,602.00,6779.08,277.48,2019600.00,-151200.00,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,202.50,6.50,8.85,4.60,4.90,5.05,4.90,74.00,836.05,26.86,291600.00,75600.00,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,205.00,5.70,7.30,3.55,3.90,4.15,3.90,1309.00,14882.11,391.48,2457000.00,-442800.00,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,207.50,4.70,5.90,2.90,3.05,3.25,3.05,383.00,4389.71,98.19,1009800.00,-118800.00,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,210.00,3.45,4.90,2.15,2.40,2.55,2.40,3040.00,35079.65,606.05,9336600.00,-1366200.00,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,212.50,2.75,3.90,1.70,1.90,2.00,1.90,143.00,1663.62,22.69,653400.00,-102600.00,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,215.00,2.40,3.00,1.30,1.45,1.50,1.45,743.00,8712.34,86.11,2543400.00,-588600.00,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,217.50,1.75,2.20,1.05,1.10,1.05,1.10,96.00,1137.09,9.57,928800.00,-140400.00,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,220.00,1.40,1.85,0.80,0.90,0.95,0.90,1252.00,14964.22,90.46,4282200.00,-324000.00,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,222.50,0.90,1.30,0.65,0.70,0.65,0.70,42.00,506.99,2.36,151200.00,37800.00,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,225.00,1.00,1.05,0.50,0.55,0.60,0.55,386.00,4705.72,15.82,1728000.00,-162000.00,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,227.50,0.80,0.80,0.35,0.40,0.40,0.40,58.00,714.43,1.90,799200.00,-113400.00,201.95
ABCAPITAL,18-Apr-2024,25-Apr-2024,CE,230.00,0.70,0.70,0.25,0.30,0.35,0.30,599.00,7454.76,15.18,3267000.00,-221400.00,201.95
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,145.00,-,-,-,61.00,61.00,56.10,-,-,-,-,-,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,150.00,-,-,-,54.60,54.60,51.10,-,-,-,-,-,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,155.00,-,-,-,19.75,-,46.10,-,-,-,-,-,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,160.00,-,-,-,50.00,50.00,41.10,-,-,-,5400.00,-,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,162.50,-,-,-,21.00,21.00,38.60,-,-,-,5400.00,-,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,165.00,-,-,-,34.80,34.80,36.10,-,-,-,21600.00,-,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,167.50,-,-,-,22.55,22.55,33.60,-,-,-,5400.00,-,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,170.00,29.30,29.30,29.30,29.30,29.30,31.10,1.00,10.76,1.58,210600.00,-5400.00,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,172.50,-,-,-,18.90,18.90,28.60,-,-,-,37800.00,-,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,175.00,-,-,-,29.25,29.25,26.15,-,-,-,297000.00,-,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,177.50,-,-,-,29.25,29.25,23.65,-,-,-,64800.00,-,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,180.00,18.00,21.60,18.00,21.35,21.35,21.35,16.00,172.46,16.94,1009800.00,-48600.00,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,182.50,-,-,-,21.85,21.85,18.75,-,-,-,108000.00,-,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,185.00,14.00,15.90,14.00,15.90,15.90,15.90,3.00,32.42,2.45,642600.00,-10800.00,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,187.50,-,-,-,19.20,19.20,14.05,-,-,-,91800.00,-,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,190.00,9.00,12.85,9.00,11.50,11.50,11.50,36.00,390.35,20.99,599400.00,-113400.00,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,192.50,9.05,9.05,8.05,8.15,8.15,9.80,11.00,119.27,4.93,205200.00,-37800.00,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,195.00,5.60,8.50,5.25,7.35,7.30,7.35,34.00,371.29,13.27,480600.00,-32400.00,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,197.50,5.85,5.85,5.50,5.60,5.50,5.60,3.00,32.92,0.92,108000.00,-10800.00,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,200.00,5.10,5.45,2.75,4.30,4.00,4.30,1025.00,11299.06,229.06,2057400.00,37800.00,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,202.50,5.15,5.15,2.55,3.05,2.55,3.05,109.00,1212.22,20.31,399600.00,108000.00,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,205.00,2.10,3.15,0.10,2.20,2.10,2.20,1009.00,11298.88,129.25,2332800.00,-124200.00,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,207.50,1.75,2.45,1.30,1.65,1.45,1.65,266.00,3006.97,26.44,945000.00,-64800.00,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,210.00,2.00,2.00,0.95,1.35,1.15,1.35,1630.00,18606.02,121.82,7927200.00,-1409400.00,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,212.50,0.90,1.35,0.85,1.05,0.95,1.05,94.00,1083.80,5.15,631800.00,-21600.00,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,215.00,0.85,1.05,0.55,0.80,0.65,0.80,461.00,5371.99,19.78,2192400.00,-351000.00,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,217.50,0.45,0.75,0.45,0.60,0.50,0.60,185.00,2179.40,6.57,286200.00,-642600.00,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,220.00,0.80,0.80,0.35,0.45,0.35,0.45,717.00,8537.57,19.61,3569400.00,-712800.00,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,222.50,0.45,0.50,0.35,0.45,0.40,0.45,26.00,312.97,0.58,97200.00,-54000.00,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,225.00,0.40,0.40,0.25,0.30,0.25,0.30,202.00,2457.85,3.55,1371600.00,-356400.00,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,227.50,0.25,0.30,0.20,0.25,0.30,0.25,37.00,455.08,0.53,745200.00,-54000.00,200.90
ABCAPITAL,19-Apr-2024,25-Apr-2024,CE,230.00,0.20,0.30,0.15,0.20,0.15,0.20,448.00,5569.93,5.77,2705400.00,-561600.00,200.90
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,145.00,-,-,-,61.00,61.00,57.80,-,-,-,-,-,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,150.00,-,-,-,54.60,54.60,52.80,-,-,-,-,-,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,155.00,-,-,-,19.75,-,47.80,-,-,-,-,-,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,160.00,-,-,-,50.00,50.00,42.80,-,-,-,5400.00,-,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,162.50,-,-,-,21.00,21.00,40.30,-,-,-,5400.00,-,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,165.00,-,-,-,34.80,34.80,37.80,-,-,-,21600.00,-,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,167.50,-,-,-,22.55,22.55,35.30,-,-,-,5400.00,-,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,170.00,-,-,-,29.30,29.30,32.80,-,-,-,210600.00,-,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,172.50,-,-,-,18.90,18.90,30.30,-,-,-,37800.00,-,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,175.00,-,-,-,29.25,29.25,27.80,-,-,-,297000.00,-,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,177.50,-,-,-,29.25,29.25,25.30,-,-,-,64800.00,-,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,180.00,23.70,23.70,22.60,23.10,23.10,23.10,14.00,153.54,17.46,993600.00,-16200.00,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,182.50,-,-,-,21.85,21.85,20.35,-,-,-,108000.00,-,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,185.00,18.10,18.15,18.10,18.15,18.15,18.15,2.00,21.94,1.96,637200.00,-5400.00,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,187.50,16.00,16.00,16.00,16.00,16.00,15.35,1.00,10.99,0.86,91800.00,-,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,190.00,11.60,14.10,11.60,13.15,13.20,13.15,15.00,164.35,10.45,583200.00,-16200.00,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,192.50,-,-,-,8.15,8.15,10.60,-,-,-,205200.00,-,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,195.00,8.00,9.10,7.50,8.70,8.70,8.70,14.00,153.61,6.19,464400.00,-16200.00,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,197.50,6.95,6.95,6.95,6.95,6.95,6.35,2.00,22.08,0.75,97200.00,-10800.00,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,200.00,4.90,6.05,3.95,4.60,4.60,4.60,454.00,5021.80,118.60,1738800.00,-318600.00,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,202.50,3.90,4.35,2.90,3.20,3.15,3.20,109.00,1212.03,20.11,297000.00,-102600.00,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,205.00,2.90,3.20,1.95,2.25,2.25,2.25,791.00,8860.11,103.74,2559600.00,226800.00,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,207.50,1.90,2.20,1.45,1.55,1.65,1.55,90.00,1016.83,8.38,885600.00,-59400.00,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,210.00,1.35,1.70,1.10,1.15,1.15,1.15,872.00,9950.16,61.68,7317000.00,-610200.00,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,212.50,1.10,1.15,0.70,0.80,0.75,0.80,98.00,1129.03,4.48,442800.00,-189000.00,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,215.00,0.85,0.85,0.45,0.50,0.45,0.50,401.00,4668.80,13.19,2262600.00,70200.00,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,217.50,0.55,0.55,0.35,0.35,0.35,0.35,25.00,294.16,0.53,318600.00,32400.00,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,220.00,0.40,0.45,0.20,0.25,0.25,0.25,429.00,5103.91,7.39,3040200.00,-529200.00,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,222.50,0.25,0.25,0.15,0.15,0.15,0.15,22.00,264.58,0.25,91800.00,-5400.00,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,225.00,0.25,0.25,0.10,0.15,0.15,0.15,247.00,3003.12,2.07,1031400.00,-340200.00,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,227.50,0.20,0.20,0.05,0.10,0.10,-,33.00,405.59,0.18,729000.00,-16200.00,202.70
ABCAPITAL,22-Apr-2024,25-Apr-2024,CE,230.00,0.10,0.20,0.05,0.05,0.05,0.05,387.00,4808.28,1.74,2127600.00,-577800.00,202.70
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,145.00,-,-,-,61.00,61.00,71.95,-,-,-,-,-,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,150.00,-,-,-,54.60,54.60,66.95,-,-,-,-,-,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,155.00,-,-,-,19.75,-,61.95,-,-,-,-,-,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,160.00,-,-,-,50.00,50.00,56.95,-,-,-,5400.00,-,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,162.50,-,-,-,21.00,21.00,54.45,-,-,-,5400.00,-,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,165.00,-,-,-,34.80,34.80,51.95,-,-,-,21600.00,-,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,167.50,-,-,-,22.55,22.55,49.45,-,-,-,5400.00,-,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,170.00,34.25,50.50,34.25,46.75,46.70,46.75,4.00,46.35,9.63,194400.00,-16200.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,172.50,-,-,-,18.90,18.90,44.45,-,-,-,37800.00,-,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,175.00,-,-,-,29.25,29.25,41.95,-,-,-,297000.00,-,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,177.50,-,-,-,29.25,29.25,39.45,-,-,-,64800.00,-,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,180.00,22.30,36.30,22.30,36.30,36.30,36.95,8.00,90.55,12.79,961200.00,-32400.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,182.50,36.30,36.30,36.25,36.25,36.25,34.45,2.00,23.63,3.92,97200.00,-10800.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,185.00,25.25,32.35,25.10,31.70,31.70,31.70,13.00,151.15,21.28,567000.00,-70200.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,187.50,17.40,17.40,17.40,17.40,17.40,29.45,1.00,11.06,0.94,91800.00,-,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,190.00,15.00,29.45,12.70,26.40,26.00,26.40,43.00,488.27,47.09,475200.00,-108000.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,192.50,-,-,-,8.15,8.15,24.45,-,-,-,205200.00,-,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,195.00,8.50,23.80,7.75,22.10,22.10,21.95,38.00,430.98,30.84,415800.00,-48600.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,197.50,6.50,21.00,5.50,21.00,21.00,19.45,13.00,146.12,7.47,86400.00,-10800.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,200.00,4.70,19.60,3.55,16.50,15.95,16.50,681.00,7722.00,367.20,1134000.00,-604800.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,202.50,3.40,17.00,2.50,14.60,14.20,14.60,154.00,1743.43,59.44,108000.00,-189000.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,205.00,2.20,15.00,1.45,11.80,11.10,11.80,1719.00,19546.63,517.30,685800.00,-1873800.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,207.50,1.50,12.80,0.90,9.60,8.95,9.60,733.00,8412.80,199.54,248400.00,-637200.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,210.00,1.15,10.70,0.60,7.30,7.20,7.30,6128.00,70955.71,1464.19,1733400.00,-5583600.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,212.50,0.85,8.70,0.40,5.70,5.10,5.70,1188.00,13890.33,258.03,237600.00,-205200.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,215.00,0.35,7.00,0.25,4.00,3.45,4.00,6131.00,72294.72,1113.81,1436400.00,-826200.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,217.50,0.30,5.35,0.20,3.05,2.50,3.05,1518.00,18086.20,257.29,529200.00,210600.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,220.00,0.20,4.30,0.10,2.20,1.90,2.20,8251.00,99145.88,1124.00,4347000.00,1306800.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,222.50,0.20,3.40,0.05,1.55,1.30,1.55,731.00,8868.60,85.63,437400.00,345600.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,225.00,0.10,2.60,0.05,1.00,0.90,1.00,3402.00,41575.26,240.96,2160000.00,1128600.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,227.50,0.10,1.80,0.05,0.70,0.70,0.70,284.00,3502.45,13.51,464400.00,-264600.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,230.00,0.05,1.45,0.05,0.50,0.45,0.50,3024.00,37668.84,110.76,2413800.00,286200.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,232.50,0.95,0.95,0.35,0.35,0.35,0.35,18.00,226.71,0.72,48600.00,48600.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,235.00,0.50,0.75,0.25,0.30,0.25,0.30,61.00,775.80,1.71,140400.00,140400.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,237.50,-,-,-,0.50,-,-,-,-,-,-,-,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,240.00,0.20,0.40,0.10,0.20,0.20,0.20,242.00,3139.91,3.59,221400.00,221400.00,216.85
ABCAPITAL,23-Apr-2024,25-Apr-2024,CE,242.50,-,-,-,0.30,-,-,-,-,-,-,-,216.85
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,145.00,-,-,-,61.00,61.00,71.35,-,-,-,-,-,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,150.00,-,-,-,54.60,54.60,66.35,-,-,-,-,-,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,155.00,-,-,-,19.75,-,61.35,-,-,-,-,-,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,160.00,-,-,-,50.00,50.00,56.35,-,-,-,5400.00,-,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,162.50,-,-,-,21.00,21.00,53.85,-,-,-,5400.00,-,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,165.00,-,-,-,34.80,34.80,51.35,-,-,-,21600.00,-,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,167.50,-,-,-,22.55,22.55,48.85,-,-,-,5400.00,-,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,170.00,51.50,51.50,51.50,51.50,51.50,46.35,4.00,47.84,11.12,172800.00,-21600.00,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,172.50,-,-,-,18.90,18.90,43.85,-,-,-,37800.00,-,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,175.00,44.65,47.00,42.70,47.00,47.00,41.35,6.00,71.57,14.87,264600.00,-32400.00,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,177.50,-,-,-,29.25,29.25,38.85,-,-,-,64800.00,-,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,180.00,40.60,41.50,36.50,36.50,36.50,36.50,17.00,201.87,36.63,896400.00,-64800.00,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,182.50,-,-,-,36.25,36.25,33.85,-,-,-,97200.00,-,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,185.00,33.00,38.40,32.00,32.00,32.00,31.35,12.00,142.95,23.07,523800.00,-43200.00,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,187.50,-,-,-,17.40,17.40,28.85,-,-,-,91800.00,-,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,190.00,30.00,34.85,27.00,27.00,27.00,26.35,17.00,202.55,28.13,410400.00,-64800.00,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,192.50,-,-,-,8.15,8.15,23.85,-,-,-,205200.00,-,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,195.00,24.00,30.60,22.75,22.75,22.75,22.75,13.00,154.99,18.10,367200.00,-48600.00,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,197.50,22.50,22.50,20.00,20.00,20.00,18.85,3.00,35.37,3.38,86400.00,-,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,200.00,18.00,25.50,16.60,16.80,16.80,16.80,67.00,798.37,74.77,955800.00,-178200.00,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,202.50,17.50,20.00,16.30,16.80,16.80,13.85,11.00,131.06,10.78,75600.00,-32400.00,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,205.00,12.35,18.80,11.85,12.15,12.05,12.15,54.00,639.72,41.94,502200.00,-183600.00,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,207.50,11.90,18.15,11.40,11.50,11.50,8.90,15.00,179.63,11.55,216000.00,-32400.00,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,210.00,9.00,15.85,7.00,7.25,7.20,7.25,468.00,5573.70,266.58,1080000.00,-653400.00,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,212.50,6.45,12.25,4.85,4.95,4.85,4.95,55.00,655.06,23.93,172800.00,-64800.00,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,215.00,4.35,10.95,2.50,2.90,2.75,2.90,962.00,11488.83,320.01,583200.00,-853200.00,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,217.50,3.15,8.75,1.65,1.90,1.95,1.90,502.00,6003.89,107.90,329400.00,-199800.00,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,220.00,2.10,6.80,0.85,1.05,0.90,1.05,3446.00,41516.25,577.77,2246400.00,-2100600.00,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,222.50,1.75,4.95,0.45,0.65,0.45,0.65,1062.00,12886.11,126.18,523800.00,86400.00,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,225.00,1.15,3.70,0.10,0.40,0.40,0.40,3666.00,44884.17,342.27,2230200.00,70200.00,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,227.50,0.65,2.70,0.20,0.30,0.20,0.30,669.00,8262.22,43.56,405000.00,-59400.00,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,230.00,0.50,1.80,0.15,0.20,0.20,0.20,2475.00,30841.06,101.56,1992600.00,-421200.00,216.30
ABCAPITAL,24-Apr-2024,25-Apr-2024,CE,232.50,0.40,1.10,0.10,0.10,0.10,0.10,112.00,1409.28,3.12,86400.00,37800.00,216.30
